"Title","ID","Updated Date","PMID","Status","Contributor","Editor","SeniorEditor","Section","Topics","BLUF","Citation","Journal","Authors","Summary","Figures","LevelOfEvidence","Methodology","InternalTags"
"Convalescent plasma treatment of severe COVID-19: a propensity score-matched control study","9d117758-f2df-446c-a173-b3a647fbee0c",2020-09-17T19:00:38Z,"32934372","Published","b0f69700-4384-4947-bd85-bd6ea5d73c4e","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","R&D: Diagnosis & Treatments > Developments in Treatments","[""acute"",""critical care"",""hematology"",""management"",""nosocomial"",""transplant"",""treatments"",""prognosis""]","A retrospective propensity score-matched case-control study performed from March 24 - April 8, 2020 at Mount Sinai Hospital in NYC investigated the effects of convalescent plasma therapy (CPT) in 39 patients with severe or life-threatening COVID-19 infection (Figure 3). By day 14 post-transplant, O2 requirements worsened in only 17.9% of CPT recipients when compared to 28.2% of propensity score-matched controls (potentially confounded by therapeutic anticoagulant use in the transplant cohort), in addition to statistically significant improved survival in plasma recipients when compared to controls  (Figures 1 & 2). Further randomized control trials with adequately powered sample size will be needed to truly confirm the beneficial effects of convalescent plasma therapy. ","Nat Med. 2020 Sep 15. doi: 10.1038/s41591-020-1088-9. Online ahead of print.","Nat Med","[""Liu STH"","" Lin HM"","" Baine I"","" Wajnberg A"","" Gumprecht JP"","" Rahman F"","" Rodriguez D"","" Tandon P"","" Bassily-Marcus A"","" Bander J"","" Sanky C"","" Dupper A"","" Zheng A"","" Nguyen FT"","" Amanat F"","" Stadlbauer D"","" Altman DR"","" Chen BK"","" Krammer F"","" Mendu DR"","" Firpo-Betancourt A"","" Levin MA"","" Bagiella E"","" Casadevall A"","" Cordon-Cardo C"","" Jhang JS"","" Arinsburg SA"","" Reich DL"","" Aberg JA"","" Bouvier NM.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2pVoy92aT3YM5rm"",""description"":""Fig. 1 | Survival probability. As of 1 May 2020, 5 (12.8%) of 39 convalescent plasma recipients and 38 (24.4%) of 156 1:4 matched control patients had died. The median follow-up time was 11 d (range 1–28 d) for the plasma group and 9 d (0–31 d) for the control group. Overall, improved survival was observed for the plasma versus the control group.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3gYmlNuICzYOS2A"",""description"":""Fig. 2 | HRs for in-hospital mortality. In a covariates-adjusted Cox model, convalescent plasma transfusion was significantly associated with improved survival (HR, 0.34; 95% CI, 0.13–0.89; chi-square test, P = 0.027). Subgroup analyses showed significant survival benefits of convalescent plasma in patients who were not intubated, had a shorter duration of symptoms and received therapeutic anticoagulation. However, these subgroups were not significantly different from their complementary subgroups (chi-square test for homogeneity P = 0.207, P = 0.415 and P = 0.306, respectively). All statistical tests are two-sided.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_PM8Bb2BjUlqtqLf"",""description"":""Fig. 3 | Donor antibody levels and convalescent plasma-recipient outcomes. a, Total anti-SARS-CoV-2 spike protein IgG titers in serum, obtained from plasma donors by clinical MSH-ELISA assay, positively correlate with the total anti-spike IgG titers in plasma units, measured by a lab-based ELISA (Spearman ρ, 0.83; P &lt; 0.001). b, Total anti-spike IgG titers from donors also correlate with the reciprocal serum dilution required to neutralize virus infectivity by 50%, as measured by microneutralization assay (Spearman ρ, 0.65; P &lt; 0.001). c, No correlation was observed between donor neutralization titers and convalescent plasma-recipient outcomes at the end of the study period (Spearman ρ, 0.083; P = 0.62). Plasma ELISAs (a) were performed once (n = 1 replicate per plasma sample), and microneutralization assays (b and c) were performed in duplicate (n = 2 replicates per serum sample). Data from n = 24 donors (a and b) and n = 38 recipients (c) were used to calculate Spearman correlation coefficients and P values. One serum sample showed no measurable neutralization activity in vitro; this point is shown below the dotted line indicating the limit of detection (LOD) (b and c). Donor serum neutralization titer was unavailable for one convalescent plasma recipient who expired; donor titers for the remaining four deceased recipients are shown (c). All statistical tests are two-sided.""}]","4","Case-series, case-control studies, or historically controlled studies","[""Executive Summary""]"
"Identification of immunodominant linear epitopes from SARS-CoV-2 patient plasma","a76b0d16-ea91-474d-8cce-71f3d3dca08e",2020-09-16T17:54:08Z,"32903266","Published","3c835a6b-db92-44a5-b6c1-a9e2c0ec7a57","37b21518-2a48-474b-b0ca-0fd69940f406","128c5f16-d1ca-4393-ab63-3b649101cfec","Understanding the Pathology","[""immunology"",""pathophysiology""]","Interdisciplinary researchers from University of Geneva, Switzerland utilized their developed peptide microarray for mapping the antibody response to linear epitopes of SARS-CoV-2 spike protein from the plasma of 12 COVID-19 patients and 6 healthy controls. Based on their results (illustrated below), the authors suggests that antibodies towards epitopes 655-672 may diminish the antibody-dependent enhancement (ADE) of SARS-CoV-2, stopping viral entry into host cells.
","PLoS One. 2020 Sep 9;15(9):e0238089. doi: 10.1371/journal.pone.0238089. eCollection 2020.","PLoS One","[""Farrera-Soler L"","" Daguer JP"","" Barluenga S"","" Vadas O"","" Cohen P"","" Pagano S"","" Yerly S"","" Kaiser L"","" Vuilleumier N"","" Winssinger N.""]","The results of this study are summarized below: 
• Three ""immunodominant linear epitopes"" were identified from the researchers developed peptide array: epitope 655–672 in 66% of COVID-19 patients, epitope 782-798/811-822 in 40% of COVID-19 patients, and epitope 1147–1158 in 58% of COVID-19 patients (Figure 3).
• Epitope 655–672 and epitope 782-798/811-822 were associated with significant proteolytic sites S1/S2 and S2’ on the spike protein, respectively (Figure 4). The authors highlight that these sites have previously been demonstrated to be important in SARS-CoV-2 entry, infection, and evolution.
• After conducting a proteolytic experiment with furin with the plasma from a patient positive for epitope 655–672, the results showed full protection against furin-proteolysis, while plasma from a patient negative for this epitope did not (Figure 8).
","[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_27qes0fixYYT0bA"",""description"":""Figure 3. A)LocalizationofthethreeselectedepitopesonthecrystalstructureofSARS-CoV-2Spikeprotein (PDBID:6ZGE):red(epitope655–672),green(epitope782- 798/811-822) and orange (epitope 1147–1158, the structure is undefined in the PDB). B) Expanded view of the 3 selected epitopes, N-linked glycan shown in purple.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_1q8ugrYAa7pp7N2"",""description"":""Figure 4. Selected epitopes localization in relation to the protease cleavage site of the spike protein. A-B) The 655–672 epitope (red) and the two reported protease cleavage sites S1/S2: site 1 (685–686: blue) and site 2 (695–696: cyano). C) Sequence alignment of the S1/S2 cleavage sites for five different coronaviruses SARSCov2 (2019), SARSCov (2003), HCovHKU1, HCovNL63, HCOVOC43 and HCov229E. D-E) The 787–822 epitope (green) and the S2’ cleavage site (815–816: magenta). F) Sequence alignment of the S2’ cleavage site. Figure generated from pdb ID: 6ZGE.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_1N2O8CadwSkZdue"",""description"":""Figure 8. Inhibition of furin-mediated proteolysis of spike. Fluorescent scan of a SDS-PAGE with Dylight 549-labeled spike protein (lane 2) and treated with furin (lane 4). The same experiment was performed with the addition of plasma from patient 10 (negative for the epitope adjacent to the cleavage site, lane 5) and patient 12 (positive for the epitope adjacent to the cleavage site (lane 3). Lane 1 is a molecule weight marker.""}]","5","Mechanism-based reasoning","[""Level 5- mechanism based reasoning/basic science but deemed to be high value""]"
"Suboptimal US Response to COVID-19 Despite Robust Capabilities and Resources","a88c7d41-8cd9-4bc8-bef7-ac7faab589f7",2020-09-25T00:05:57Z,"32936215","Published","ea564862-3446-4e35-a428-309d7728031d","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Climate > Global","[""adjusting practice"",""global""]","Public health experts discuss the Global Health Security (GHS) Index and its ability to identify strengths and weaknesses regarding pandemic preparedness in various countries. Although the United States received an overall top GHS score, ability to curtail COVID-19 transmission was hindered by low scores on public confidence in the government and access to health care without barriers, as well as limitations of federal regulations. Authors suggest a need for greater emphasis on country leadership and public confidence in future GHS indices, recommending a national review of the United States' pandemic approach to identify and address other problem areas.","JAMA. 2020 Sep 16. doi: 10.1001/jama.2020.17395. Online ahead of print.","JAMA","[""Nuzzo JB"","" Bell JA"","" Cameron EE.""]",,[],"Other","Expert Opinion","[""Executive Summary""]"
"Characteristics, Comorbidities, and Outcomes in a Multicenter Registry of Patients with HIV and Coronavirus Disease-19","ab3287ac-4e29-4e11-84d7-c98d65e96408",2020-09-17T19:00:38Z,"32905581","Published","b0f69700-4384-4947-bd85-bd6ea5d73c4e","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Epidemiology > Symptoms and Clinical Presentation","[""adults"",""critical care"",""epidemiology"",""immunology"",""prognosis""]","A multicenter study conducted by multiple medical schools from April 1 - July 1, 2020 included 286 patients with lab-confirmed COVID-19 infections, 94.3% of whom were on antiretroviral therapy, 88.7% had HIV viral suppression, and 80.8% with comorbidities. Presence of comorbidities and lower CD4 counts (200 cells/mm-cubed) were significantly correlated with poorer outcomes including higher hospitalization rates, higher ICU admission rates, and reduced overall survival (Figure 1), whereas there was no correlation of outcomes to antiretroviral regimen or lack of viral suppression. ","Clin Infect Dis. 2020 Sep 9:ciaa1339. doi: 10.1093/cid/ciaa1339. Online ahead of print.","Clin Infect Dis","[""Dandachi D"","" Geiger G"","" Montgomery MW"","" Karmen-Tuohy S"","" Golzy M"","" Antar AAR"","" Llibre JM"","" Camazine M"","" Díaz-De Santiago A"","" Carlucci PM"","" Zacharioudakis IM"","" Rahimian J"","" Wanjalla CN"","" Slim J"","" Arinze F"","" Kratz AMP"","" Jones JL"","" Patel SM"","" Kitchell E"","" Francis A"","" Ray M"","" Koren DE"","" Baddley JW"","" Hill B"","" Sax PE"","" Chow J; HIV-COVID-19 consortium.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_XAj9PClc2hSP4hr"",""description"":""Figure 1A. Overall survival curves by CD4 groups (&lt; 200, 200 - 500, &gt; 500 cells/mm3) (p=0.05). 1B. ICU-free survival curves by CD4 groups (p=0.04).""}]","3","Cohort study or control arm of randomized trial","[""Executive Summary""]"
"Occupational Safety and Health Administration (OSHA) and Worker Safety During the COVID-19 Pandemic","abbdd272-a85e-475d-a060-b84d38b9407d",2020-09-22T17:12:18Z,"32936212","Published","1c3399b7-a074-4a13-a7df-914445bc6b19","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Climate","[""community"",""prevention"",""transmission""]","An opinion article by experts from the Department of Environmental Health at George Washington University and Harvard University highlight the need for governmental interventions regarding workplace safety, specifically through the Occupational Safety and Health Administration (OSHA), to protect workers reentering the workforce during the COVID-19 pandemic. Businesses are beginning to return to a normal work schedule, and they argue there needs to be an infection control protocol—PPE, symptom screening processes, hand sanitizer stations—to prevent further COVID-19 transmission. The authors ultimately advocate for OSHA to implement an Emergency Temporary Standard (ETS) to facilitate the safe reopening of businesses. ","JAMA. 2020 Sep 16. doi: 10.1001/jama.2020.16343. Online ahead of print.","JAMA","[""Michaels D"","" Wagner GR.""]",,[],"Other","Expert Opinion","[""Executive Summary""]"
"Which are the main assessment tools of functional capacity in post-acute COVID-19 patients admitted to Rehabilitation Units?","b28c6030-483e-4142-af1b-178dfd39bd45",2020-09-25T00:05:57Z,"32935958","Published","ea564862-3446-4e35-a428-309d7728031d","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Management > PM&R","[""adults"",""management"",""PM&R"",""prognosis""]","In this letter to the editor, specialists in rehabilitative medicine across Italy respond to uncertainties raised by Rivera-Lillo et al. 2020 regarding assessment of functional capacity in post-COVID-19 patients. Authors affirm that functional capacity assessment is crucial in these patients as they may be susceptible to serious disabilities, and they suggest use of various methods including the six-minute-walking test (6-MWT), one-minute sit-to-stand (1-min STS), and the Chelsea Critical Care Physical Assessment Tool (CPAx). Authors argue that larger scale studies are needed to compare these different methods and learn more about their usefulness in COVID-19 patient populations.","Eur J Phys Rehabil Med. 2020 Sep 16. doi: 10.23736/S1973-9087.20.06579-X. Online ahead of print.","Eur J Phys Rehabil Med","[""Curci C"","" Pisano F"","" Negrini F"","" De Sire A.""]",,[],"Other","Expert Opinion",[]
"Assessment of pulmonary surfactant in COVID-19 patients","b6e16aca-9bd4-4871-a250-8d549119f17b",2020-09-22T17:12:18Z,"32894160","Published","05267e48-cdcc-4219-9679-89377ccfb30b","6829c5fb-e2ba-4225-836e-6b148a334f6d","518c3194-4d70-4a2f-918c-2ef441d854c4","Management > Acute care > Critical Care","[""acute"",""adjusting practice"",""adults"",""critical care"",""management"",""pediatrics"",""treatments""]","A professional opinion piece by physicians at Holbael University Hospital (Denmark) suggest that cases of COVID-19 with acute respiratory distress syndrome (ARDS) resemble the low compliance seen in neonatal respiratory distress syndrome (NRDS). They discuss that SARS-CoV-2 replicates in alveolar type II cells, impacting the production and turnover of surfactant, and causes alveolar inflammation and collapse. The authors propose that severe COVID-19 cases should be evaluated for surfactant levels (for which a point of care test for babies has been developed), and individuals with low surfactant could be given surfactant treatment to possibly improve patient outcomes.","Crit Care. 2020 Sep 7;24(1):552. doi: 10.1186/s13054-020-03268-9.","Crit Care","[""Schousboe P"","" Wiese L"","" Heiring C"","" Verder H"","" Poorisrisak P"","" Verder P"","" Nielsen HB.""]",,[],"Other","Expert Opinion","[""Executive Summary""]"
"MANAGEMENT OF CONGENITAL CARDIAC SURGERY DURING COVID-19 PANDEMIC","b867bc34-9258-424b-bc89-30d14136abae",2020-09-23T17:37:39Z,"32829738","Published","ea564862-3446-4e35-a428-309d7728031d","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Adjusting Practice During COVID-19 > Surgical Subspecialties > Thoracic Surgery","[""in hospital"",""pediatrics"",""thoracic surgery""]","A case series by pediatric cardiothoracic surgeons at Ankara City Hospital in Turkey from March 18 to May 18, 2020 found patients with congenital heart disease who received emergent (n=16) or semi-emergent (n=13) surgery had a higher than normal mortality rate (13.8%; Table 1), which was attributed to case severity and limited resources during the pandemic. Authors argue for adjustments in guidelines regarding emergency care criteria through the Turkish Pediatric Cardiology and Cardiac Surgery Association (Tables 2,3) to better categorize and address congenital valve disease, acquired heart disease, and childhood cardiac tumors.","Cardiol Young. 2020 Aug 24:1-20. doi: 10.1017/S1047951120002760. Online ahead of print.","Cardiol Young","[""Atalay A"","" Soran Türkcan B"","" Taşoğlu İ"","" Külahçioğlu E"","" Yilmaz M"","" Ecevit AN"","" Aydin NH.""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2tgR7YUUrh88CgS"",""description"":""Table 1. Registry of Cases.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_rfqy0i374LmqYX7"",""description"":""Table 2. Sorting the patients who will require surgical intervention in the COVID-19 pandemic according to urgency and the operations that can be postponed. \nIAA: “Interrupted” aortic arch, COA: Coarctation, AS: Aortic stenosis, PA: Pulmonary Atresia, TGA: Transposition of great arteries, TAPVR: Total anomalous of pulmonary venous return, ECMO: Extra-corporeal membrane oxygenation, OHT: Orthotopic heart transplantation, PH: pulmonary hypertension, AP: Aorto-pulmonary, AV: Atrioventricular, CHF: Congestive heart failure, LVOT: Left ventricle outflow tract LVH: left ventricle hypertrophy, AR: Aortic Regurgitation. \n*2nd column in the table may vary according to institutes, A multi-disciplinary committee should decide on early operations, taking into account features such as COVID-19 load / density in the hospital and surrounding area as well as whether the hospital is a pandemic hospital.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_2uX8F9GezPcVIzA"",""description"":""Table 3. Congenital lesions and surgical priorities""}]","4","Case-series",[]
"Rapid Scaling Up of Covid-19 Diagnostic Testing in the United States - The NIH RADx Initiative","bdc1045c-bdb5-4f8b-b0d0-5f4f5bc29fdb",2020-09-22T17:12:18Z,"32706958","Published","1c3399b7-a074-4a13-a7df-914445bc6b19","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","R&D: Diagnosis & Treatments > Developments in diagnostics","[""diagnostics"",""supply chain""]","A special report by members of the National Institutes of Health (NIH) briefly describes the various COVID-19 diagnostic tests currently available and the new NIH Rapid Acceleration of Diagnostics (RADx) initiative, which is aimed at rapidly increasing COVID-19 diagnostic capabilities in the US (its 4 components are detailed below) (Figures 1, 2, & 3). Challenges this program will encounter include: digital connectivity, manufacturing, and distribution. The authors highlight how the RADx initiative will provide diagnostic testing solutions on a larger scale*, promote entrepreneurship, and help address inequities in healthcare.  ","N Engl J Med. 2020 Sep 10;383(11):1071-1077. doi: 10.1056/NEJMsr2022263. Epub 2020 Jul 22.","N Engl J Med","[""Tromberg BJ"","" Schwetz TA"","" Pérez-Stable EJ"","" Hodes RJ"","" Woychik RP"","" Bright RA"","" Fleurence RL"","" Collins FS.""]","Current diagnostic tests for the COVID-19 virus utilize: polymerase chain reaction (PCR) testing, antigen testing, and serology testing. 

The four components of the RADx program are (briefly):

1. RADx-radical (Rad): support technologies requiring an extended time-frame (&gt;6 mo.), nontraditional testing (e.g.—home-testing), and re-purposing of existing technologies. 

2. RADx–Advanced Technologies Platforms (ATP): provide a rapid scaling solution for companies with pre-existing or more advanced-stage technologies. 

3. RADx-Technology (Tech): implement development processes (e.g.—assistance with regulations, commercialization) and establish collaborations that streamline the process from development to deployment. 

4. RADx-Underserved Populations (UP): examine infection patterns to understand how and why the COVID-19 pandemic has disproportionately impacted different populations, and to develop solutions towards social and ethical guidelines for correcting these inequities. 

* The RADx initiative hopes to expand capacity to be able to test up to 2% of the US population (6 million) on a daily basis by December 2020.","[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_XB0worP0rAaFfDH"",""description"":""Figure 1. RADx-tech Innovation Funnel to Evaluate Testing Technologies for Covid-19. Applications to the Rapid Acceleration of Diagnostics (RADx)–tech program for the detection of severe acute respiratory syndrome coronavirus 2 (SARS‑CoV‑2), which causes coronavirus disease 2019 (Covid‑19), move rapidly through an “innovation funnel” from phase 0 to phase 1 to phase 2, with increasing selection pressure at each gate. The RADx–Advanced Technologies Platforms (RADx‑ATP) program identifies projects that are more advanced and that can be moved immediately to phase 1 or even phase 2.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_UKnbXiGJDSfjTIl"",""description"":""Figure 2. Number of RADx-tech Proposals, According to Organization Type. The majority of applications to the RADx‑tech and the RADx‑ATP programs have come from small businesses, academic laboratories, and early‑stage start‑up companies.""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_3EWmXXgGxcBDvNX"",""description"":""Figure 3. Sample Types in RADx-tech and RADx-ATP Proposals. Applications to RADx-tech and RADx-ATP include multiple alternative sampling strategies for viral testing, not just traditional nasal swabs.""}]","Other","Modeling","[""Executive Summary""]"
"Cardiac Procedural Deferral during the Coronavirus (COVID-19) Pandemic","c06c0f25-19c7-45ca-abf2-282280254242",2020-09-21T18:01:26Z,"32882075","Published","ee98e9f9-d24b-41c2-986c-befeac94448b","37b21518-2a48-474b-b0ca-0fd69940f406","128c5f16-d1ca-4393-ab63-3b649101cfec","Adjusting Practice During COVID-19 > Medical subspecialties > Cardiology","[""adjusting practice"",""cardiology"",""in hospital""]","Investigators within the field of cardiology performed a survey distributed in May, 2020 of 414 interventional cardiologists and cardiac catheterization laboratory (CCL) directors in the United States. They found a 55% decrease in percutaneous coronary interventions (PCI) and a 64% decrease in transcatheter aortic valve replacements during March 15 to April 15, 2020 compared to 2019. Additionally, procedure deferral for angiogram/PCI for unstable angina, NSTEMI, and STEMI increased with greater inpatient COVID-19 burden (Figures 1-2) and 40% of CCL directors reported increased cases of late presenting STEMIs (Figure 3). These findings suggest that patient fears due to the pandemic may be influencing their decisions to delay seeking urgent cardiac care.

","Catheter Cardiovasc Interv. 2020 Sep 3. doi: 10.1002/ccd.29262. Online ahead of print.","Catheter Cardiovasc Interv","[""Yong CM"","" Ang L"","" Welt FGP"","" Gummidipundi S"","" Henry TD"","" Pinto DS"","" Cox D"","" Wang P"","" Asch S"","" Mahmud E"","" Fearon WF; Society for Cardiovascular Angiography and Interventions (SCAI) and the American College of Cardiology (ACC) Interventional Council..""]",,"[{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_12A1z4u8zOfVEXc"",""description"":""Figure 1. Procedural deferral acrossthe spectrum of catheterizationlaboratory procedures. Percentage ofinstitutions reporting 100% deferral ofeach procedure type [Color figure can beviewed at wileyonlinelibrary.com]""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_OI53ByApb6VWFLH"",""description"":""Figure 2. Relationship between procedural volume changes and inpatient COVID-19 disease burden (a) changes in PCI volume (b) changesin TAVR volume. Magnitude of volume reductions increased as COVID-19 burden increased [Color figure can be viewed atwileyonlinelibrary.com]""},{""src"":""https://covid19lst.qualtrics.com/jfe/file/F_10HPvFUSrOKkZZs"",""description"":""Figure 3. Increase in late presenting STEMIs in relationship to geographic COVID-19 mortality burden. Late presenting STEMIs increased nationwide regardless of regional COVID-19burden [Color figure can be viewed atwileyonlinelibrary.com]FIGURE 4 Relationship between deferral of angiograms by clinical indication and salary reductions (wRVU and base pay) (a) SIHD (b) UA.Differences in procedural deferral are not related to severity of salary reductions [Color figure can be viewed at wileyonlinelibrary.com]YONG ET AL. 5""}]","3","Local non-random sample","[""Executive Summary""]"
"Injustices faced by children during the COVID-19 pandemic and crucial next steps","c1871b7f-1659-460e-b9f6-da450709c44d",2020-09-18T17:05:09Z,"32880880","Published","51d0ab69-abab-4a7c-9127-6f30a7239938","b2ac1e3e-d206-437a-a5ff-21dc17e3ec44","b30119c1-1db7-42b0-a80e-4e5601747093","Climate > Disparities","[""disparities"",""pediatrics""]","A letter to the editor from health policy experts from the University of Toronto and McGill University, Montreal argues that the multifaceted impacts that young people are facing as a result of the COVID-19 pandemic are being ignored due to their reduced infection rates and improved outcomes following infection. The authors call for ethical analysis of reported evidence through the lens of justice as well as policy and practice changes that include more research on the impact the pandemic is having on young people, involving young people in pandemic policy planning at institutional and governmental levels, more governmental resource allocation to young people, and prioritization of young voices in the media, organizations and government.

","Can J Public Health. 2020 Sep 3. doi: 10.17269/s41997-020-00410-6. Online ahead of print.","Can J Public Health","[""Campbell S"","" Carnevale FA.""]",,[],"Other","Expert Opinion","[""Executive Summary""]"
"SARS-CoV-2 and Dentistry-Review","c2f7a237-91e0-459c-a3f9-ec42c183ad11",2020-09-25T00:05:57Z,"32932534","Published","5b6f2a4f-eb76-44e9-94bd-7a5623b3415c","6f77f78f-16e2-4fa6-8e63-98a29547d49a","aebaf5f2-67f3-474f-884f-6b8c82644f74","Adjusting Practice During COVID-19","[""adjusting practice"",""community"",""prevention"",""review"",""transmission""]","Authors from São Paulo State University (UNESP), School of Dentistry in Brazil reviewed current literature on emergence, transmission, and disease caused by SARS-CoV-2. Since close proximity to the oral cavity may pose a higher risk for dentists and associated employees during the COVID-19 pandemic, they make recommendations for reducing transmission in the setting of dental clinics.","Eur J Dent. 2020 Sep 15. doi: 10.1055/s-0040-1716438. Online ahead of print.","Eur J Dent","[""Melo Neto CLM"","" Bannwart LC"","" de Melo Moreno AL"","" Goiato MC.""]","Precautions and guidelines the authors recommended include:
- Implementing dental triage to screen patients for recent travel, symptoms, and urgency of dental care needed.
- Adjusting waiting rooms by removing common items such as reading material, toys, beverages, as well as adding hand sanitizer and physical barriers to separate people.
- Ensuring adequate ventilation in waiting rooms and using high-volume evacuation (HVE) filters and high-efficiency particulate air (HEPA) filters when applicable with daily cleaning.
- Making sure employees have proper personal protective equipment (PPE), including N95 masks (if available), coats, caps, gloves, shoe covers, protective glasses, and/or face protectors.
- Encouraging adequate antimicrobial oral rinsing preoperatively to reduce the number of microbes in the oral cavity.
- Exercising caution when executing procedures that create bioaerosols.
- After procedures, cautiously sanitizing and/or discarding materials and instruments used immediately.
- Deferring all elective and non-emergent procedures until a later date.",[],"Other","Guidelines and Recommendations",[]
